accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	molecular_formula	retention_time
BS51412220	BS_000	BS003061,BS003062,BS003064,BS003065,BS003066	431.09867999999994	[M-H]-	5281377	C21H20O10	5.4
BS69306166	BS_000	BS003400,BS003401,BS003403	161.02463333333333	[M-H]-	5281426	C9H6O3	3.93
BS49444985	BS_000	BS003247,BS003250	269.0457	[M-H]-	5281605	C15H10O5	11.43
BS36063032	BS_000	BS003011,BS003012	253.05349999999999	[M-H]-	5281607	C15H10O4	13.930666666666667
BS47296816	BS_000	BS003729,BS003730,BS003731	269.0430333333333	[M-H]-	5281611	C15H10O5	7.97
BS48581082	BS_000	BS003181	299.058	[M-H]-	5281612	C16H12O6	10.57
BS11364097	BS_000	BS003257	607.1664	[M-H]-	5281613	C28H32O15	7.13
BS92889609	BS_000	BS003351	285.0353	[M-H]-	5281614	C15H10O6	6.36
BS22541914	BS_000	BS003694,BS003695,BS003696,BS003697	269.04627500000004	[M-H]-	5281616	C15H10O5	14.47
BS71893603	BS_000	BS003745,BS003746,BS003748	283.0587333333333	[M-H]-	5281617	C16H12O5	14.58
BS99414725	BS_000	BS003612,BS003613	299.05635	[M-H]-	5281628	C16H12O6	10.35
BS35909265	BS_000	BS003218,BS003220,BS003221	299.05879999999996	[M-H]-	5281666	C16H12O6	14.71
BS51621586	BS_000	BS003430,BS003431,BS003432,BS003433	301.0336	[M-H]-	5281692	C15H10O7	4.65
BS07146829	BS_000	BS003276,BS003277	301.04015000000004	[M-H]-	5281701	C15H10O7	6.5
BS30697948	BS_000	BS003052,BS003053,BS003056	283.06376666666665	[M-H]-	5281804	C16H12O5	14.520000000000001
BS60599723	BS_000	BS003050,BS003051	281.0477	[M-H]-	5281805	C16H10O5	11.41
BS91735151	BS_000	BS003332,BS003334,BS003337	415.10279999999995	[M-H]-	5281807	C21H20O9	3.14
BS30417688	BS_000	BS003020	237.0601	[M-H]-	5281894	C15H10O3	11.246266666666665
BS69916623	BS_000	BS003547,BS003549	267.06485	[M-H]-	5281954	C16H12O4	18.89
BS21479513	BS_000	BS003035	253.0531	[M-H]-	5282073	C15H10O4	7.17875
BS69733400	BS_000	BS003475,BS003477,BS003478,BS003479,BS003480	447.09223999999995	[M-H]-	5282102	C21H20O11	6.04
BS52750270	BS_000	BS003268,BS003716,BS003717,BS003719,BS003720	577.16006	[M-H]-	5282150	C27H30O14	6.7379999999999995
BS77312642	BS_000	BS003983,BS003984,BS003987	279.2331	[M-H]-	5282457	C18H32O2	30.69
BS79228408	BS_000	BS004014,BS004015,BS004016	253.2177	[M-H]-	5282745	C16H30O2	29.36
BS19127510	BS_000	BS004007,BS004008,BS004010	279.23426666666666	[M-H]-	5282796	C18H32O2	30.88
BS71985390	BS_000	BS004002,BS004003,BS004004	279.2336666666667	[M-H]-	5282800	C18H32O2	30.279999999999998
BS28439628	BS_000	BS003735,BS003736,BS003737	269.0452666666667	[M-H]-	5284648	C15H10O5	6.04
BS33980059	BS_000	BS003285	269.0453	[M-H]-	5284649	C15H10O5	6.54
BS04480404	BS_000	BS004017,BS004019,BS004020	277.2181666666667	[M-H]-	5312495	C18H30O2	28.429999999999996
BS53607175	BS_000	BS003293	315.0506	[M-H]-	5317284	C16H12O7	8.8
BS28394577	BS_000	BS003853	287.0565	[M-H]-	5317435	C15H12O6	3.8
BS16743325	BS_000	BS003688,BS003692	283.0615	[M-H]-	5317750	C16H12O5	8.32
BS12499603	BS_000	BS003279	593.1521	[M-H]-	5318767	C27H30O15	5.86
BS28059334	BS_000	BS003262	447.0938	[M-H]-	5319116	C21H20O11	6.260000000000001
BS29262014	BS_000	BS003961,BS003966	283.06005000000005	[M-H]-	5320315	C16H12O5	13.46
BS65960112	BS_000	BS003231,BS003233	593.1351999999999	[M-H]-	5320686	C30H26O13	9.1
BS24605583	BS_000	BS003243,BS003245,BS003246,BS003645,BS003646,BS003648,BS003649,BS003650	267.0672125	[M-H]-	5320693	C16H12O4	11.545
BS97806547	BS_000	BS003310,BS003311	463.0886	[M-H]-	5320844	C21H20O12	6.25
BS03633316	BS_000	BS001131	491.1277	[M-H]-	5322022	C23H24O12	7.22
BS32315255	BS_000	BS003813,BS003814	253.08655	[M-H]-	5331295	C16H14O3	20.35
BS67713675	BS_000	BS003775,BS003777,BS003778	239.0707	[M-H]-	5376979	C15H12O3	16.4
BS39840981	BS_000	BS003494,BS003497,BS003498,BS003499	283.06080000000003	[M-H]-	5378210	C16H12O5	14.520000000000001
