accession	inchikey1	model	ionization
EA75784671	NUISVCFZNCYUIM	0	negative
EA75977064	WNTGYJSOUMFZEP	0	negative
EA76579656	JNMRHUJNCSQMMB	0	negative
EA76730182	KPUREKXXPHOJQT	0	negative
EA77054977	MHGMSAFPNAKIRZ	0	negative
EA77705738	FFKNXXCOXIZLJD	0	negative
EA77735890	UTCJUUGCHWHUNI	0	negative
EA78401543	RTCOGUMHFFWOJV	0	negative
EA78445849	VILFVXYKHXVYAB	0	negative
EA78753484	BAYGVMXZJBFEMB	0	negative
EA78920090	MHGMSAFPNAKIRZ	0	negative
EA79228322	HYYBABOKPJLUIN	0	negative
EA79265306	XMTQQYYKAHVGBJ	8	negative
EA79389542	ADIMAYPTOBDMTL	0	negative
EA79614082	DKYWVDODHFEZIM	0	negative
EA79923500	PUQIRTNPJRFRCZ	0	negative
EA80986426	IQPSEEYGBUAQFF	0	negative
EA81175067	SIDINRCMMRKXGQ	0	negative
EA81251463	LJKAKWDUZRJNPJ	0	negative
EA81708552	MQOBSOSZFYZQOK	0	negative
EA82371576	PQTBTIFWAXVEPB	0	negative
EA82426569	ICUTUKXCWQYESQ	0	negative
EA82759521	QNDHIRFIMVNHBN	0	negative
EA84008018	PHWAJJWKNLWZGJ	0	negative
EA84149215	NJIZUWGMNCUKGU	3	negative
EA84805487	IKCXDZCEWZARFL	0	negative
EA85236759	HTQMVQVXFRQIKW	0	negative
EA85380367	PXDNXJSDGQBLKS	0	negative
EA85511268	LNOOSYCKMKZOJB	0	negative
EA85605887	BFSZJLBDHMMCAH	0	negative
EA86466447	CCEKAJIANROZEO	0	negative
EA86862027	OVSKIKFHRZPJSS	0	negative
EA86886177	LJKAKWDUZRJNPJ	0	negative
EA87681525	MZHCENGPTKEIGP	0	negative
EA88900899	OWEGWHBOCFMBLP	0	negative
EA88987518	PGOOBECODWQEAB	0	negative
EA89038249	SDUQYLNIPVEERB	0	negative
EA89314570	BAQAVOSOZGMPRM	0	negative
EA89379984	IDQHRQQSSQDLTR	0	negative
EA89398086	OWEGWHBOCFMBLP	0	negative
EA90111799	QCDQDISRALTLNQ	0	negative
EA90184569	DMSMPAJRVJJAGA	0	negative
EA90833809	NTJOBXMMWNYJFB	0	negative
EA90849922	YGCFIWIQZPHFLU	0	negative
EA90980521	IKCXDZCEWZARFL	0	negative
EA90985219	WCXDHFDTOYPNIE	0	negative
EA91769453	HVBSAKJJOYLTQU	0	negative
EA92302902	QRUDEWIWKLJBPS	0	negative
EA93974621	CXZGQIAOTKWCDB	0	negative
EA94081355	HPNSFSBZBAHARI	9	negative
EA94260587	CYESCLHCWJKRKM	0	negative
EA94546703	ZZUFCTLCJUWOSV	0	negative
EA94723910	XMTQQYYKAHVGBJ	8	negative
EA95317534	ZWBAMYVPMDSJGQ	0	negative
EA95763169	PQTBTIFWAXVEPB	0	negative
EA97786163	RZVAJINKPMORJF	1	negative
EA98145019	YOSHYTLCDANDAN	4	negative
EA98933335	WHKUVVPPKQRRBV	0	negative
EA99308981	PHMHHVKFXZNTKU	0	negative
EA99506348	FZTRDYSPWWJCOF	0	negative
EA99608050	HOYCASTVMCEOTP	0	negative
EQ01347005	YXIWHUQXZSMYRE	0	negative
EQ03349989	BUCORZSTKDOEKQ	0	negative
EQ03553548	OJMMVQQUTAEWLP	0	negative
EQ04122628	AYXYPKUFHZROOJ	0	negative
EQ05475234	SYWHXTATXSMDSB	0	negative
EQ06109671	JFIXKFSJCQNGEK	0	negative
EQ06152483	GBAWQJNHVWMTLU	0	negative
EQ07724841	DIWRORZWFLOCLC	0	negative
EQ09797734	WIIZWVCIJKGZOK	0	negative
EQ09953129	TYBHZVUFOINFDV	0	negative
EQ10097273	LPEPZBJOKDYZAD	0	negative
EQ10425818	VGVRPFIJEJYOFN	0	negative
EQ10532092	DYHSDKLCOJIUFX	0	negative
EQ10607736	BGRJTUBHPOOWDU	0	negative
EQ10647438	GPXLMGHLHQJAGZ	4	negative
EQ10654495	DDBREPKUVSBGFI	0	negative
EQ10666954	IVDOUUOLLFEMJQ	0	negative
EQ11727214	XPOQHMRABVBWPR	0	negative
EQ11766578	HYAFETHFCAUJAY	5	negative
EQ12295124	HBOMLICNUCNMMY	0	negative
EQ12641282	VYMDGNCVAMGZFE	0	negative
EQ12688275	MDNWOSOZYLHTCG	0	negative
EQ12717880	UNAHYJYOSSSJHH	0	negative
EQ13985426	IPVQLZZIHOAWMC	0	negative
EQ14423603	ZSZFUDFOPOMEET	0	negative
EQ14853503	OGYFATSSENRIKG	0	negative
EQ15728385	NIFKBBMCXCMCAO	0	negative
EQ15776600	ORFOPKXBNMVMKC	0	negative
EQ16963691	OFCNXPDARWKPPY	2	negative
EQ17556619	IXBQSRWSVIBXNC	0	negative
EQ19160530	AKPLHCDWDRPJGD	0	negative
EQ20400033	VYFYYTLLBUKUHU	2	negative
EQ20849411	AKUJBENLRBOFTD	0	negative
EQ21441425	VMIYHDSEFNYJSL	0	negative
EQ21790132	ZRIKZVLHMGYCIR	0	negative
EQ21911990	JZFPYUNJRRFVQU	0	negative
EQ22565394	IOYNQIMAUDJVEI	0	negative
EQ23148586	NNYBQONXHNTVIJ	0	negative
EQ23724278	NUFNQYOELLVIPL	0	negative
EQ24384957	KHBQMWCZKVMBLN	0	negative
EQ24789250	ZWWRREXSUJTKNN	5	negative
EQ24877783	CVXBEEMKQHEXEN	0	negative
EQ25764014	QYIYFLOTGYLRGG	0	negative
EQ25980291	CLSJYOLYMZNKJB	0	negative
EQ26180096	AYIRNRDRBQJXIF	0	negative
EQ26480249	NGBFQHCMQULJNZ	0	negative
EQ27424393	UWYHMGVUTGAWSP	0	negative
EQ27646844	LMYRWZFENFIFIT	0	negative
EQ27734815	RUOTUMSRCIMLJK	0	negative
EQ27789432	GAGWJHPBXLXJQN	0	negative
EQ28137997	JMTMSDXUXJISAY	0	negative
EQ29116407	IZUPBVBPLAPZRR	0	negative
EQ29289800	CJBJHOAVZSMMDJ	0	negative
EQ30159856	ASOKPJOREAFHNY	0	negative
EQ30898745	TZBJGXHYKVUXJN	3	negative
EQ31089086	HPJKCIUCZWXJDR	0	negative
EQ31206722	VLJNHYLEOZPXFW	0	negative
EQ32647912	UCTWMZQNUQWSLP	9	negative
EQ32871555	QEASJVYPHMYPJM	0	negative
EQ33359079	JBIMVDZLSHOPLA	0	negative
EQ33839022	GXAMYUGOODKVRM	0	negative
EQ34011939	BIDNLKIUORFRQP	0	negative
EQ35371457	IMEVJVISCHQJRM	0	negative
EQ36564878	CPEUVMUXAHMANV	0	negative
EQ37539869	UBQNRHZMVUUOMG	0	negative
EQ38385523	NAVMQTYZDKMPEU	0	negative
EQ38567751	DOIRQSBPFJWKBE	0	negative
EQ40852608	INOGLHRUEYDAHX	0	negative
EQ41014919	WPVFJKSGQUFQAP	0	negative
EQ41576490	XAIPTRIXGHTTNT	0	negative
EQ42130392	YKBZOVFACRVRJN	0	negative
EQ42349987	WXNZTHHGJRFXKQ	2	negative
EQ43077255	MLYYVTUWGNIJIB	0	negative
EQ45598404	CABMTIJINOIHOD	0	negative
EQ45753990	CMGDVUCDZOBDNL	0	negative
EQ46291158	PHNUZKMIPFFYSO	0	negative
EQ46622324	HXHWSAZORRCQMX	0	negative
EQ47081626	ZFXYFBGIUFBOJW	2	negative
EQ47271232	HHZIURLSWUIHRB	3	negative
EQ48193552	NDDAHWYSQHTHNT	0	negative
EQ48690015	OEBRKCOSUFCWJD	0	negative
EQ48806939	FJLGEFLZQAZZCD	0	negative
EQ48822096	RZCJYMOBWVJQGV	0	negative
EQ49293680	AQIXAKUUQRKLND	6	negative
EQ49566801	BSYNRYMUTXBXSQ	0	negative
EQ49568900	JBMKAUGHUNFTOL	0	negative
EQ49673944	GGWHBJGBERXSLL	0	negative
EQ50357440	MJIHNNLFOKEZEW	7	negative
EQ50840743	HHHDJHHNEURCNV	0	negative
EQ51380185	MIWRSUQXSCLDNV	0	negative
EQ51665395	DANUORFCFTYTSZ	0	negative
EQ53162207	AKUJBENLRBOFTD	0	negative
EQ53494426	XRECTZIEBJDKEO	0	negative
EQ54033477	VGHPMIFEKOFHHQ	0	negative
EQ54102283	JGTNAGYHADQMCM	0	negative
EQ55000049	LFULEKSKNZEWOE	0	negative
EQ55094979	VNQURRWYKFZKJZ	0	negative
EQ56446150	GUOVBFFLXKJFEE	0	negative
EQ56562574	DJBNUMBKLMJRSA	0	negative
EQ56644231	OWNRRUFOJXFKCU	0	negative
EQ57026475	XEFQLINVKFYRCS	0	negative
EQ58033976	JIGDOBKZMULDHS	0	negative
EQ58047983	AXRYRYVKAWYZBR	0	negative
EQ58518938	SGOIRFVFHAKUTI	0	negative
EQ58710100	RZILCCPWPBTYDO	0	negative
EQ59178051	MFYSYFVPBJMHGN	0	negative
EQ59787814	DEKWZWCFHUABHE	0	negative
EQ60467338	JTVPZMFULRWINT	0	negative
EQ62456581	DSRNRYQBBJQVCW	0	negative
EQ63025068	WZHHYIOUKQNLQM	0	negative
EQ63776295	USRKFGIXLGKMKU	0	negative
EQ64061213	OWFJMIVZYSDULZ	0	negative
EQ64347522	PSIFNNKUMBGKDQ	0	negative
EQ64381001	WNMJYKCGWZFFKR	2	negative
EQ64695071	OYHQOLUKZRVURQ	0	negative
EQ66700172	CTTHWASMBLQOFR	0	negative
EQ66895769	LXOPDEDFRXZTNO	0	negative
EQ67215710	DHWRNDJOGMTCPB	0	negative
EQ67742081	VPPJLAIAVCUEMN	0	negative
EQ68360690	VDLGAVXLJYLFDH	0	negative
EQ68588788	NBQCNZYJJMBDKY	0	negative
EQ68700250	FLKPEMZONWLCSK	0	negative
EQ68892014	YRSSHOVRSMQULE	0	negative
EQ69221246	SGKRLCUYIXIAHR	0	negative
EQ69618970	NYRMIJKDBAQCHC	0	negative
EQ70312069	PMHURSZHKKJGBM	0	negative
EQ70647988	FSQKKOOTNAMONP	9	negative
EQ70824097	CXOFVDLJLONNDW	0	negative
EQ71119666	NQPDXQQQCQDHHW	0	negative
EQ71893869	ZXVONLUNISGICL	0	negative
EQ72211517	OTVAEFIXJLOWRX	0	negative
EQ73256514	VCKAUONIDRWIGP	0	negative
EQ74756345	JNTOCHDNEULJHD	0	negative
EQ74976181	VVDXWJOYXVNLLQ	0	negative
EQ75167753	BZKPWHYZMXOIDC	9	negative
EQ75588101	YFAGHNZHGGCZAX	0	negative
EQ75735715	LSQZJLSUYDQPKJ	1	negative
EQ76072219	AZFLJNIPTRTECV	0	negative
EQ76214242	XOFYZVNMUHMLCC	0	negative
EQ77667711	SBDNJUWAMKYJOX	0	negative
EQ78439674	BNQDCRGUHNALGH	0	negative
EQ79372036	HHUQPWODPBDTLI	0	negative
EQ79659794	YGSDEFSMJLZEOE	0	negative
EQ80298289	JIVPVXMEBJLZRO	0	negative
EQ81265992	PHWBOXQYWZNQIN	0	negative
EQ82470540	KTUFNOKKBVMGRW	0	negative
EQ82669561	KCKCVKAROJRVBA	0	negative
EQ83676314	MPDGHEJMBKOTSU	3	negative
EQ84751364	OYIKARCXOQLFHF	0	negative
EQ84896923	NOOCSNJCXJYGPE	0	negative
EQ85013721	IHJCXVZDYSXXFT	0	negative
EQ85018579	BXZVVICBKDXVGW	0	negative
EQ85990524	OPXLLQIJSORQAM	0	negative
EQ86296724	UXOWGYHJODZGMF	0	negative
EQ86392039	RJMUSRYZPJIFPJ	0	negative
EQ86453505	GPXLRLUVLMHHIK	0	negative
EQ87255695	OORLZFUTLGXMEF	0	negative
EQ87740041	SDAXMMUAZRUWNL	0	negative
EQ87775682	GOCUAJYOYBLQRH	0	negative
EQ88011267	YCMLQMDWSXFTIF	0	negative
EQ88606276	IUQAXCIUEPFPSF	0	negative
EQ88982754	HEMJJKBWTPKOJG	0	negative
EQ89133978	RUZYUOTYCVRMRZ	0	negative
EQ89355373	IWUCXVSUMQZMFG	0	negative
EQ89372262	ZCGLNFAUVVHTQO	0	negative
EQ89670351	LLIKIPAUZJTRGB	0	negative
EQ90303597	IIPZYDQGBIWLBU	0	negative
EQ90537071	KWLVWJPJKJMCSH	0	negative
EQ90932399	BOEGTKLJZSQCCD	1	negative
EQ91234086	MXJWRABVEGLYDG	4	negative
EQ91839673	USAWIVMZUYOXCF	0	negative
EQ91865794	YEDUAINPPJYDJZ	0	negative
EQ91966918	BOFQWVMAQOTZIW	0	negative
EQ92119550	KJADKKWYZYXHBB	0	negative
EQ92559438	VQOXZBDYSJBXMA	0	negative
EQ92757291	OIRDTQYFTABQOQ	6	negative
EQ92798183	JXTHEWSKYLZVJC	0	negative
EQ93892526	IMWZZHHPURKASS	7	negative
EQ95869952	AVKUERGKIZMTKX	0	negative
EQ95938103	NZCRJKRKKOLAOJ	0	negative
EQ96232185	XTFNPKDYCLFGPV	0	negative
EQ96631389	XQSPYNMVSIKCOC	0	negative
EQ97341643	FAEKWTJYAYMJKF	0	negative
EQ98226423	VWGAYSCWLXQJBQ	0	negative
EQ98381573	ZAIPMKNFIOOWCQ	1	negative
EQ98793806	KGVXVPRLBMWZLG	0	negative
EQ99064064	JOATXPAWOHTVSZ	0	negative
EQ99857714	RWTNPBWLLIMQHL	2	negative
EQ99923343	DHPRQBPJLMKORJ	0	negative
EQ99935288	KJONHKAYOJNZEC	0	negative
LQB0020998	FVXDQWZBHIXIEJ	0	negative
LQB0026627	JSXZJOMDSXRJMT	0	negative
LQB0064007	TVACGFJBGVEGCR	0	negative
LQB0064141	SXNXGNVZTLZDHE	0	negative
LQB0070364	ZYMZKMQPPJPQHY	0	negative
LQB0110403	FNOBGXQUVKEMEE	0	negative
LQB0136755	ZLOXRQZQPDQQBX	0	negative
LQB0139323	JMAYDGBZRHQJAT	0	negative
LQB0152490	ZJVVOYPTFQEGPH	0	negative
LQB0169293	DJVOKHFQPGWUPK	0	negative
LQB0189480	GMWIWVUTMCBDSP	0	negative
LQB0193514	IDBHHLONPONREV	0	negative
LQB0196962	ZKRPGPZHULJLKJ	0	negative
LQB0212624	XGZVRASBCZTHNO	0	negative
LQB0220518	KLFKZIQAIPDJCW	0	negative
LQB0227433	YWZGQPJRQXHVQX	0	negative
LQB0305647	XVUQPQHEPXKWNS	0	negative
LQB0312707	DGRNZNZECRXZCS	0	negative
LQB0343709	UIRZYDCTGNCXNQ	0	negative
LQB0374486	GPWHCUUIQMGELX	0	negative
LQB0429594	NAJHAHQNQCNWOP	0	negative
LQB0440190	PZEFRSYCROBXSJ	0	negative
LQB0451204	JNKAOGSDBBXHEP	0	negative
LQB0475244	KLTHQSWIRFFBRI	0	negative
LQB0484724	CITHEXJVPOWHKC	0	negative
LQB0510209	NPEYXZJWGARJPB	0	negative
LQB0535860	FYVDGOCCFDKYOR	0	negative
LQB0574494	JLPULHDHAOZNQI	0	negative
LQB0707715	KZVRAFHIKMDULK	0	negative
LQB0744874	JDHPBMPBPWNFFB	0	negative
LQB1007403	FAUYAENFVCNTAL	0	negative
LQB1019377	XYYHNDVKALDFHQ	0	negative
LQB1024754	YKGOAHUQOKSYEX	0	negative
LQB1046464	LMWGIQYUPHCPHA	0	negative
LQB1066849	LLUINWFQEIMZRU	0	negative
LQB1121347	RPJZYOHZALDGKI	0	negative
LQB1145641	MSYFXMJDQLPRGO	0	negative
LQB1220965	JQKOHRZNEOQNJE	0	negative
LQB1239716	SUTDVWUQTJGTCQ	0	negative
LQB1282690	RAMNOXDFBNFSFC	0	negative
LQB1291109	TUYKPRFCRLPEFF	0	negative
LQB1305170	CNFXZBRCOHOJAB	0	negative
LQB1323045	FCTKCFNDGVBOBD	0	negative
LQB1376144	FRWWCDHJRWYDOU	0	negative
LQB1394800	WMKKKPPOBQRPQF	0	negative
LQB1421757	QEDPUVGSSDPBMD	0	negative
LQB1422334	PIVKMDKERPTVGC	0	negative
LQB1435334	RHIXBFQKTNYVCX	0	negative
LQB1505832	RYPRHPLEPBYJJE	0	negative
LQB1512950	FJJANLYCZUNFSE	0	negative
LQB1609702	KILNVBDSWZSGLL	0	negative
LQB1616916	WHUMBFDYURAXQS	0	negative
LQB1639387	SAFPQDBNJOKZOV	0	negative
LQB1741358	AJFWREUFUPEYII	0	negative
LQB1764663	DBYSGBYABPVNGO	0	negative
LQB1829839	NHCUHDJVBAQLLF	0	negative
LQB1851446	VKKLYBSFAQGKDO	0	negative
LQB1881575	QIBZFHLFHCIUOT	0	negative
LQB1892432	KEPQASGDXIEOIL	0	negative
LQB1894462	DDIJTWRVGORCFN	0	negative
LQB2015666	IEZRNEGTKRQRFV	0	negative
LQB2046659	CLQKBJHAUYGCOB	0	negative
LQB2053448	YBEMGRPVONAHOT	0	negative
LQB2126403	AWTNSRHUZXWBCO	0	negative
LQB2152408	ZCUCZYYSYGKQQV	0	negative
LQB2176420	ODHQFFNXKQCMPG	0	negative
LQB2229802	HFJJUTILDZFUOE	0	negative
LQB2302190	ZHEIBMBVWLKKJS	0	negative
LQB2411472	DNPOVULNVHWFEJ	0	negative
LQB2473926	ARDJUHDXABDVFH	0	negative
LQB2477203	JAMPNNNOPHDTDM	0	negative
LQB2491483	WNPWDGNHTKGEDS	0	negative
LQB2493610	ZEFGRNLJASLRBZ	0	negative
LQB2499962	WCNDCUHEAPXSRE	0	negative
LQB2522947	GEINPYKZLFHHIL	0	negative
LQB2535541	SDFGVADIYWFGIV	0	negative
LQB2604328	QUWIPEXOTVGONJ	0	negative
LQB2613697	OINPSEGEBLVAKZ	0	negative
LQB2657173	QAWXBJDYTIBLRK	0	negative
LQB2679302	YOBFISPJJWPPTK	0	negative
LQB2692124	AADLTHQNYQJHQV	0	negative
LQB2694781	YXSZOBWVQJIWNE	0	negative
LQB2745503	FSVTVWTVWNNIQX	0	negative
LQB2822347	ZAJJKMUFMHJZRS	0	negative
LQB2849174	KDFIYBDWNQKADP	0	negative
LQB2931365	ATHVAWFAEPLPPQ	0	negative
LQB2986626	GMXYXYLCBAOPHA	0	negative
LQB2997864	DERBZMCOPJTRSZ	0	negative
LQB3000463	NCCFWEYCQVRLBU	0	negative
LQB3031652	PRAHGYJIPXTSPA	0	negative
LQB3084659	QHPDGSFYNQHVMI	0	negative
LQB3117023	WTJKGGKOPKCXLL	0	negative
LQB3148419	KBPVYRBBONZJHF	0	negative
LQB3241726	RXLZIONNUYYHHW	0	negative
LQB3269347	IVBULNXGVIHEKN	0	negative
LQB3374581	CZOSTDZGCCEZTJ	0	negative
LQB3429467	SXZWBNWTCVLZJN	0	negative
LQB3431433	QMPJMPWWIPZEKC	0	negative
LQB3478882	HAKKEJDMTIQLJH	0	negative
LQB3523033	PDGHHNMEFVJAAM	0	negative
LQB3545576	LXCDJSOYWPJYDC	0	negative
LQB3555281	LQILTFYUCKNMSR	0	negative
LQB3564775	BLBKGYQIQUVNRP	0	negative
LQB3582545	NYRLAGYOGZBIFV	0	negative
LQB3586703	BXZPYXMUABUWBT	0	negative
LQB3599735	CNOYRXOCCCZZGR	0	negative
LQB3611271	RKSINWLCEVSJKG	0	negative
LQB3643903	SNMLDULQFHAZRC	0	negative
LQB3718134	FONAXCRWZQFJHY	0	negative
LQB3718979	WVGREBRFGJNLSB	0	negative
LQB3774952	SSRRIJSEUKHYFB	0	negative
LQB3784530	SHGDZPJYRJJAQG	0	negative
LQB3938878	ZSKWZJYUVZYDQU	0	negative
LQB3940107	MYXOMSHYXUSJCJ	0	negative
LQB4003408	YICHHSJHMIIOIM	0	negative
LQB4041024	YEPDLFVZBAYNRO	0	negative
LQB4043896	MIPOZDXFSKBSGM	0	negative
LQB4056366	GGSSNEAFVQRIHU	0	negative
LQB4111962	FZJRPYWBMGYDIA	0	negative
LQB4122680	FHQVHHIBKUMWTI	0	negative
LQB4125764	LLHISNQVRRYJGL	0	negative
LQB4193330	IKTUFJOEHVNDNZ	0	negative
LQB4204588	RUHBZJXWUDKAMZ	0	negative
LQB4229788	MXJMOLQIXMJUEL	0	negative
LQB4237039	DUSJRMVOELGZGY	0	negative
LQB4260425	QJWDAOSZZYVBJZ	0	negative
LQB4300748	UJMUDAMKHIWLCZ	0	negative
LQB4322032	BDIIZHQNVIYLPJ	0	negative
LQB4330891	VKGHQOBUJUZLLU	0	negative
LQB4397477	ZEWLMKXMNQOCOQ	0	negative
LQB4453092	HUAVKOMRGUBYMK	0	negative
LQB4577455	UEWKKZXJWBVMLY	0	negative
LQB4649363	FWXJRGLCUAXNLA	0	negative
LQB4663727	DLRNZUPJXRVWRW	0	negative
LQB4697310	HXFPPRPLRSPNIB	0	negative
LQB4733431	SLKDGVPOSSLUAI	0	negative
LQB4758203	IESVDEZGAHUQJU	0	negative
LQB4801765	HUFCXYMYEWLLHT	0	negative
LQB4852350	SWOKEJBWARJLGN	0	negative
LQB4887141	KYERVKWKQQBRQB	0	negative
LQB5016676	DGBYUHHIADYUMU	0	negative
LQB5026969	RWKUXQNLWDTSLO	0	negative
LQB5092805	VMOXUICDIMVPPG	0	negative
LQB5108944	UITCASPZWUAJBW	0	negative
LQB5133034	DNHNBCDDNLBZMD	0	negative
LQB5172587	JPRWHUSRRGNLOV	0	negative
LQB5181835	NQIMLWFRWGTTOZ	0	negative
LQB5207636	HIZMZVSEIXACMP	0	negative
LQB5249425	OFDOGRFSVOUXHN	0	negative
LQB5320815	YDODBXWAZBDOGC	0	negative
LQB5326648	MOJMRZJNAPRFBD	0	negative
LQB5348653	GKAFCSRKMWFPSJ	0	negative
LQB5354618	XGGMHQYOVYWRLV	0	negative
LQB5391816	PWBBJQOVCTWPIM	0	negative
LQB5414643	RYCCNLKFNBMCIU	0	negative
LQB5427374	IOSMTWQOMVSNAG	0	negative
LQB5480338	RFVFQQWKPSOBED	0	negative
LQB5500435	IUAHNRBNAVSHBB	0	negative
LQB5501901	ZESJDNWGTANZCC	0	negative
LQB5568668	VEMKTJHNOOUCRU	0	negative
LQB5572686	ZGNVQERQNSXHHO	0	negative
LQB5652424	DFLSLCOGWUJURA	0	negative
LQB5680709	JZSZAGWWWKKXLO	0	negative
LQB5740800	CIMNZQFRNXDRER	0	negative
LQB5753250	PJGBJPJEYMOHKG	0	negative
LQB5795491	KXVLPPCAUYSNGY	0	negative
LQB5825075	MAAMGQXOTCBPFS	0	negative
LQB5843509	HTEFXTFZCGTMAC	0	negative
LQB5845368	YWTUDCXNLITZPX	0	negative
LQB5970659	FHYXYDNOQOCPNC	0	negative
LQB5972156	UBMDHNXDDLIHNP	0	negative
LQB6001302	FUWLDBVRSLAFFJ	0	negative
LQB6024177	SSCDRSKJTAQNNB	0	negative
LQB6040985	WIJRNOBSWIZHST	0	negative
LQB6078691	UGRZESKDAPEULH	0	negative
LQB6088480	PTJBFPPEYDFAAQ	0	negative
LQB6139160	XACKZSRNTPEYBU	0	negative
LQB6306473	PYGVPCBXCGQXNA	0	negative
LQB6315180	DTYJSYMMNJFNCQ	0	negative
LQB6325789	PDLAMJKMOKWLAJ	0	negative
LQB6334729	DSNRWDQKZIEDDB	0	negative
LQB6372613	HAIPHKFLSXSDAN	0	negative
LQB6402630	NJKOHDXHBBUJBZ	0	negative
LQB6403045	XJDLBNONNWFVMN	0	negative
LQB6499046	PITVJCPCBXGCHJ	0	negative
LQB6499878	IBUKXRINTKQBRQ	0	negative
LQB6514021	OJESNYFIPWSOPO	0	negative
LQB6523108	FQGSWQFJOVVRRB	0	negative
LQB6523198	ZFUXWVVVWGWGPQ	0	negative
LQB6607695	AKWGRDPPGYFWIW	0	negative
LQB6682347	CXGZFWPMXPAZEA	0	negative
LQB6715630	CSHJHZDRNJSEJU	0	negative
LQB6741999	SUYDNPBYMBTSMM	0	negative
LQB6833044	XRZUHOFZIRSWMJ	0	negative
LQB6836674	UJCJWIHZUHMDIT	0	negative
LQB6853768	IZEXFAOLFRVCJS	0	negative
LQB6858875	ZVMOCFAAUCJXQU	0	negative
LQB6913833	LKQLRGMMMAHREN	0	negative
LQB6943622	MWONMGIZXLAUBR	0	negative
LQB7020228	LKKSDDHQPCIQOD	0	negative
LQB7024825	FZVOBDJBRIEKPS	0	negative
LQB7074728	UCWMHVFXQNTJNR	0	negative
LQB7088006	PAZGBAOHGQRCBP	0	negative
LQB7109492	FORFDCPQKJHEBF	0	negative
LQB7124939	CKWQBCHPEQMNNL	0	negative
LQB7140694	MWRBNPKJOOWZPW	0	negative
LQB7170829	ZQLPLCXRBVPKGP	0	negative
LQB7217103	CNHYMCCAIZQMPA	0	negative
LQB7239432	UCLWWTCDZKLHGY	0	negative
LQB7256597	WYDGEVICLIVPEG	0	negative
LQB7257342	BBAFBDLICMHBNU	0	negative
LQB7308178	LEBOQMHVVYOZDX	0	negative
LQB7329252	DNXQPFZSRNGGHL	0	negative
LQB7334440	ZGVFAJCEIZNYIA	0	negative
LQB7393238	MPWUZHVZZKSTPV	0	negative
LQB7433999	SNKAWJBJQDLSFF	0	negative
LQB7464243	ICYDFONFTSPCRL	0	negative
LQB7468026	HZCLJRFPXMKWHR	0	negative
LQB7483759	XWBWIAOWSABHFI	0	negative
LQB7485561	UJXPBTXUYBVHBS	0	negative
LQB7490358	ZMNDHWFRGYCJKG	0	negative
LQB7545370	WUIUYHXOIXOMHN	0	negative
LQB7548264	OUAMUEKHWHGDGC	0	negative
LQB7556920	GQTMDGAVIYVIDL	0	negative
LQB7561381	KQEBTLYBLYIGCO	0	negative
LQB7591130	FQDWYXVQJPZBTB	0	negative
LQB7591276	JLDQDLKBBDQYDE	0	negative
LQB7663870	NEXFZIYXCPIHEF	0	negative
LQB7669068	KSRURLYJRNYEOH	0	negative
LQB7685606	HZGAVPNEGHQJID	0	negative
LQB7745682	QUFNTZNEDJYRSX	0	negative
LQB7801942	WXLDEVYPZQFZLE	0	negative
LQB7802433	QLABQLNIHHHJCI	0	negative
LQB7884909	HBZNVZIRJWODIB	0	negative
LQB7896821	AJAKJCJJRMUWFW	0	negative
LQB7932495	ASFWPRURQHKRSL	0	negative
LQB7934026	KECJTXHJXGWEHT	0	negative
LQB7950517	XLPVYDBPWNWRKK	0	negative
LQB7996843	FPXKHYLLOQURGZ	0	negative
LQB8004114	MBPABCUJJLJOFM	0	negative
LQB8018491	FHPKJOCRZAXOEW	0	negative
LQB8060622	XLKQWAMTMYIQMG	0	negative
LQB8105610	CLWMQONPFNUMKX	0	negative
LQB8213701	IITWSVMUNFGFQI	0	negative
LQB8235680	CVDYOYNJWLXMAW	0	negative
LQB8301853	MNOXGTBPCAFFCM	0	negative
LQB8329383	VTYLJIRGLIZEIC	0	negative
LQB8333684	LYYHRRPTEXPVOR	0	negative
LQB8366725	CFYLSUZUMMPFNC	0	negative
LQB8404766	KADBCXSPXAVXJL	0	negative
LQB8404790	YDNKGFDKKRUKPY	0	negative
LQB8430166	ZAXBYLHGBBMAAY	0	negative
LQB8476883	BTLDQGKXGHSRQN	0	negative
LQB8510133	KHLRCNXJXSYNCK	0	negative
LQB8572953	GZBZSCNQFXTELT	0	negative
LQB8576586	OSLKKANICVMRGE	0	negative
LQB8577176	AGQKQQAJRFTOGL	0	negative
LQB8623891	BXSFSSDQHFBPDQ	0	negative
LQB8693608	PUPRMEGREMBBOX	0	negative
LQB8708791	NBSDZPNNDCXPFZ	0	negative
LQB8780440	XOUDAZVFABMKEQ	0	negative
LQB8787705	IWXJKHSPEQSQMD	0	negative
LQB8795577	VPSNROSTZAMHMK	0	negative
LQB8808017	NOFOTAHTYLXZNV	0	negative
LQB8826109	GDWULUGDXGHJIJ	0	negative
LQB8826563	MNVGUNLOWKLLFC	0	negative
LQB8882793	HRBNRYBXXRPMKP	0	negative
LQB8961219	FGLCTGHXZAQEIH	0	negative
LQB8986771	VODZWWMEJITOND	0	negative
LQB9131277	QONZHKTZKTUIMU	0	negative
LQB9136774	LJUFXCVFKSJRPV	0	negative
LQB9153715	ICWGMOFDULMCFL	0	negative
LQB9156322	YNQYXRLLDSEUMY	0	negative
