accession	inchikey1	model	ionization
AU37145942	RONZAEMNMFQXRA	0	positive
AU37248080	WPCVRWVBBXIRMA	0	positive
AU37316797	PYZRQGJRPPTADH	5	positive
AU37745851	ISZQNKFXNXQTTF	0	positive
AU37803319	SNHRLVCMMWUAJD	6	positive
AU37883919	PXMNMQRDXWABCY	0	positive
AU37992898	ZUHZGEOKBKGPSW	0	positive
AU38119874	GIIWGCBLYNDKBO	0	positive
AU38298302	YMTINGFKWWXKFG	3	positive
AU38336436	JLKIGFTWXXRPMT	1	positive
AU38416520	AYXYPKUFHZROOJ	0	positive
AU38489125	FJLGEFLZQAZZCD	0	positive
AU38571951	LVQDKIWDGQRHTE	0	positive
AU38775431	IDOWTHOLJBTAFI	0	positive
AU38955303	LCFVJGUPQDGYKZ	0	positive
AU39024206	RBOXVHNMENFORY	0	positive
AU39103039	AGOYDEPGAOXOCK	0	positive
AU39261853	MHCYOELBTPOBIU	0	positive
AU39386370	JAUOIFJMECXRGI	0	positive
AU39484929	WIGIZIANZCJQQY	0	positive
AU39565532	DFWFIQKMSFGDCQ	0	positive
AU39740184	DIWRORZWFLOCLC	0	positive
AU40276513	YJQPYGGHQPGBLI	0	positive
AU40297270	AKUJBENLRBOFTD	4	positive
AU40379323	ZQTNQVWKHCQYLQ	0	positive
AU40396554	SYGWGHVTLUBCEM	0	positive
AU40417715	PROQIPRRNZUXQM	9	positive
AU40501707	NCDNCNXCDXHOMX	0	positive
AU40662570	JSXNJGKWSWRIGA	0	positive
AU40697176	NWJBWNIUGNXJGO	0	positive
AU40809322	HPHUVLMMVZITSG	0	positive
AU40855846	DJBNUMBKLMJRSA	0	positive
AU40856034	AHTPATJNIAFOLR	0	positive
AU40933114	WBPYTXDJUQJLPQ	0	positive
AU41105539	SUBDBMMJDZJVOS	4	positive
AU41148328	METKIMKYRPQLGS	7	positive
AU41163358	NXFQHRVNIOXGAQ	0	positive
AU41240668	BIDNLKIUORFRQP	0	positive
AU41301867	WSJBSKRPKADYRQ	0	positive
AU41500472	JSJCTEKTBOKRST	0	positive
AU41818570	YOSHYTLCDANDAN	4	positive
AU41890632	UVCJGUGAGLDPAA	0	positive
AU41924781	RZVAJINKPMORJF	1	positive
AU41943082	CJJOSEISRRTUQB	5	positive
AU42123348	RNLHGQLZWXBQNY	0	positive
AU42178924	VHRSUDSXCMQTMA	0	positive
AU42242940	DKNWSYNQZKUICI	8	positive
AU42379793	SEGLCEQVOFDUPX	0	positive
AU42448240	SCEVFJUWLLRELN	0	positive
AU42489742	FOUWCSDKDDHKQP	0	positive
AU42531864	VREFGVBLTWBCJP	0	positive
AU42744783	PHNUZKMIPFFYSO	0	positive
AU43141405	IAKHMKGGTNLKSZ	0	positive
AU43266542	UTBVIMLZIRIFFR	0	positive
AU43432881	IKCXDZCEWZARFL	0	positive
AU43650169	NGBFQHCMQULJNZ	0	positive
AU44054306	ARZWATDYIYAUTA	0	positive
AU44170706	ZPEIMTDSQAKGNT	0	positive
AU44313466	GBXSMTUPTTWBMN	2	positive
AU44464426	BABGMPQXLCJMSK	0	positive
AU44612665	WXZVAROIGSFCFJ	0	positive
AU44636543	HBXKSXMNNGHBEA	0	positive
AU44902454	UCHDWCPVSPXUMX	0	positive
AU44924270	QXAITBQSYVNQDR	0	positive
AU44952885	IMUDHTPIFIBORV	0	positive
AU44981009	GTVWRXDRKAHEAD	0	positive
AU45467962	BRUQQQPBMZOVGD	0	positive
AU45478359	FEWPCPCEGBPTAL	0	positive
AU45537391	FQKUGOMFVDPBIZ	0	positive
AU45612337	BCGWQEUPMDMJNV	0	positive
AU45674607	JMXKCYUTURMERF	0	positive
AU45777839	AIOWJIMWVFWROP	0	positive
AU45993696	TTWJBBZEZQICBI	2	positive
AU46023035	FMJSMJQBSVNSBF	0	positive
AU46201014	BFYIZQONLCFLEV	0	positive
AU46353783	HYYBABOKPJLUIN	0	positive
AU46645214	HXQHRUJXQJEGER	0	positive
AU46692210	NATWUQFQFMZVMT	0	positive
AU46758767	XSAYZAUNJMRRIR	0	positive
AU47019471	JYFHYPJRHGVZDY	0	positive
AU47073875	CYFLXLSBHQBMFT	0	positive
AU47394408	XKJMBINCVNINCA	0	positive
AU47450940	MQJKPEGWNLWLTK	0	positive
AU47505904	QGXBDMJGAMFCBF	2	positive
AU47739048	CIJTVUQEURKBDL	0	positive
AU47840429	IROINLKCQGIITA	0	positive
AU47937764	JVMSQRAXNZPDHF	0	positive
AU47953168	IOJUPLGTWVMSFF	0	positive
AU48625907	FAKRSMQSSFJEIM	0	positive
AU48771603	SECKRCOLJRRGGV	0	positive
AU48834465	RSMYYINTIXFRCJ	0	positive
AU48877015	PHLBKPHSAVXXEF	6	positive
AU48966048	NWWZPOKUUAIXIW	0	positive
AU49201390	QKLPUVXBJHRFQZ	0	positive
AU49298420	DDLIGBOFAVUZHB	0	positive
AU49365436	AIFRHYZBTHREPW	2	positive
AU49540056	BOSMZFBHAYFUBJ	0	positive
AU49673652	IAKHMKGGTNLKSZ	0	positive
AU49837579	CWKFPEBMTGKLKX	0	positive
AU49944578	DYCHUHSHQIYFAI	0	positive
AU49945959	JCCNYMKQOSZNPW	5	positive
AU49979873	SFBHPFQSSDCYSL	0	positive
AU50110368	CJBJHOAVZSMMDJ	0	positive
AU50187170	DPSPPJIUMHPXMA	0	positive
AU50187626	ZQEIXNIJLIKNTD	0	positive
AU50188620	YDVXPJXUHRROBA	0	positive
AU50201366	WZZLDXDUQPOXNW	0	positive
AU50274700	HJUFTIJOISQSKQ	0	positive
AU50347518	DPBWFNDFMCCGGJ	0	positive
AU50394966	UFEODZBUAFNAEU	0	positive
AU50751310	RYAUSSKQMZRMAI	0	positive
AU50828376	OROGSEYTTFOCAN	6	positive
AU50991269	XNSGCNYTNLWRKM	0	positive
AU51055769	BCFGMOOMADDAQU	0	positive
AU51167648	MYSWGUAQZAJSOK	0	positive
AU51224923	XWIYFDMXXLINPU	0	positive
AU51230981	JBIMVDZLSHOPLA	0	positive
AU51245766	PMRYVIKBURPHAH	5	positive
AU51495820	BPMFPOGUJAAYHL	0	positive
AU51520101	RJKFOVLPORLFTN	0	positive
AU51548232	MQTOSJVFKKJCRP	6	positive
AU51633126	QHSMEGADRFZVNE	9	positive
AU52165489	ICNFHJVPAJKPHW	0	positive
AU52210571	DNVLJEWNNDHELH	0	positive
AU52369529	YQEZLKZALYSWHR	0	positive
AU52492459	MQTOSJVFKKJCRP	6	positive
AU52528974	JTHMVYBOQLDDIY	0	positive
AU52724723	YASYVMFAVPKPKE	4	positive
AU52839501	YZBLFMPOMVTDJY	0	positive
AU53059652	PCZOHLXUXFIOCF	8	positive
AU53227098	CYESCLHCWJKRKM	0	positive
AU53230258	VAYOSLLFUXYJDT	0	positive
AU53339194	XRECTZIEBJDKEO	0	positive
AU53357149	VOVIALXJUBGFJZ	5	positive
AU53360004	NCDNCNXCDXHOMX	0	positive
AU53395036	PGMHPYRIXBRRQD	0	positive
AU53764691	ISEUFVQQFVOBCY	8	positive
AU53793348	HEOCBCNFKCOKBX	0	positive
AU53803665	OWEGWHBOCFMBLP	0	positive
AU53879599	YOYLLRBMGQRFTN	0	positive
AU54012917	IOJUPLGTWVMSFF	0	positive
AU54150171	BQJCRHHNABKAKU	2	positive
AU54215110	VVUVJGRVEYHIHC	0	positive
AU54245441	LFTLOKWAGJYHHR	0	positive
AU54594285	UURAUHCOJAIIRQ	0	positive
AU54623952	BIDNLKIUORFRQP	0	positive
AU54716314	RAPZEAPATHNIPO	0	positive
AU54960245	UBLNTZNUSGCINZ	0	positive
AU54964128	FGXWKSZFVQUSTL	0	positive
AU54998913	ONCZDRURRATYFI	0	positive
AU55103133	GECHUMIMRBOMGK	3	positive
AU55331640	RQVGAIADHNPSME	0	positive
AU55620611	RZVAJINKPMORJF	1	positive
AU55663858	WYEHFWKAOXOVJD	0	positive
AU55796986	RHDVQZWCBQXOJW	0	positive
AU56055262	WCXDHFDTOYPNIE	0	positive
AU56143600	OGJPXUAPXNRGGI	0	positive
AU56247629	CAWXEEYDBZRFPE	0	positive
AU56442677	QPSVFNQMURAADJ	0	positive
AU56454994	JHSPCUHPSIUQRB	0	positive
AU56522255	DHSUYTOATWAVLW	0	positive
AU56596902	MIZGSAALSYARKU	0	positive
AU56627355	CHIFOSRWCNZCFN	0	positive
AU56723099	PGOOBECODWQEAB	0	positive
AU56994320	MHGMSAFPNAKIRZ	0	positive
AU57031074	QZUDBNBUXVUHMW	1	positive
AU57057191	KHLFMZDGADSQGR	0	positive
AU57293487	DDLIGBOFAVUZHB	0	positive
AU57405352	OMFXVFTZEKFJBZ	0	positive
AU57516809	CYMRPDYINXWJFU	0	positive
AU57629770	LISFMEBWQUVKPJ	0	positive
AU57686553	MFFMDFFZMYYVKS	0	positive
AU57888767	PJMPHNIQZUBGLI	0	positive
AU57955107	HXHWSAZORRCQMX	6	positive
AU58152060	YBGZDTIWKVFICR	0	positive
AU58235219	MQTOSJVFKKJCRP	6	positive
AU58256132	ADIMAYPTOBDMTL	0	positive
AU58283583	PORQOHRXAJJKGK	0	positive
AU58341711	FZUGPQWGEGAKET	0	positive
AU58365412	UHGULLIUJBCTEF	0	positive
AU58398143	WWYNJERNGUHSAO	0	positive
AU58432755	MJJALKDDGIKVBE	0	positive
AU58466903	QCDQDISRALTLNQ	0	positive
AU58529292	ACWBQPMHZXGDFX	3	positive
AU58698349	AXRYRYVKAWYZBR	0	positive
AU58825661	OWRCNXZUPFZXOS	0	positive
AU59072985	OTNIKUTWXUODJZ	0	positive
AU59192779	JJGYGPZNTOPXGV	0	positive
AU59200101	VHYFNPMBLIVWCW	0	positive
AU59278049	DKYWVDODHFEZIM	9	positive
AU59366789	XUKUURHRXDUEBC	0	positive
AU59385844	HUWXDEQWWKGHRV	0	positive
AU59446289	SYOKIDBDQMKNDQ	0	positive
AU59469806	JFZHPFOXAAIUMB	0	positive
AU59649229	BFYIZQONLCFLEV	0	positive
AU59656272	HOKKPVIRMVDYPB	0	positive
AU59658684	NKANXQFJJICGDU	0	positive
AU59710928	XZWYZXLIPXDOLR	6	positive
AU59824992	TVYLLZQTGLZFBW	0	positive
AU59855301	BFYIZQONLCFLEV	0	positive
AU59982255	YBBLVLTVTVSKRW	0	positive
AU59989170	DQWPFSLDHJDLRL	4	positive
AU60072528	KTALPKYXQZGAEG	0	positive
AU60105795	FUWZBLSXACKFQX	0	positive
AU60117244	UVBUBMSSQKOIBE	0	positive
AU60240200	JAWPQJDOQPSNIQ	0	positive
AU60341091	ZKLPARSLTMPFCP	1	positive
AU60381924	DCOPUUMXTXDBNB	0	positive
AU60444681	MMSWXJSQCAEDLK	0	positive
AU60506642	NVEPPWDVLBMNMB	0	positive
AU60671133	NLZUEZXRPGMBCV	0	positive
AU60857440	ZRWWEEVEIOGMMT	0	positive
AU60983310	XOFYZVNMUHMLCC	1	positive
AU61110361	NUISVCFZNCYUIM	0	positive
AU61117237	ZNKNVJGSYJFDHT	0	positive
AU61352015	YRMLFORXOOIJDR	0	positive
AU61482378	GCKLGRUZDXSATG	0	positive
AU61580875	RDQSIADLBQFVMY	0	positive
AU61617495	QHOQHJPRIBSPCY	0	positive
AU61780951	XOFYZVNMUHMLCC	1	positive
AU61853537	GLVAUDGFNGKCSF	5	positive
AU61933188	NAPNOSFRRMHNBJ	0	positive
AU61937624	DOOTYTYQINUNNV	0	positive
AU61954508	KVWDHTXUZHCGIO	0	positive
AU62089534	QMLVECGLEOSESV	0	positive
AU62139585	LVQDKIWDGQRHTE	0	positive
AU62224384	SBZXBUIDTXKZTM	0	positive
AU62249541	XUKUURHRXDUEBC	0	positive
AU62284066	LFULEKSKNZEWOE	0	positive
AU62491924	YOYLLRBMGQRFTN	0	positive
AU62502682	MWBPRDONLNQCFV	0	positive
AU62532521	DCOPUUMXTXDBNB	0	positive
AU62601912	IDQHRQQSSQDLTR	0	positive
AU62622628	AHOUBRCZNHFOSL	0	positive
AU62658444	LTCDLGUFORGHGY	0	positive
AU62675556	OUBMGJOQLXMSNT	0	positive
AU62706893	ZRVUJXDFFKFLMG	8	positive
AU62729394	ACWBQPMHZXGDFX	3	positive
AU62810216	ALEXXDVDDISNDU	0	positive
AU62959622	VTNQPKFIQCLBDU	3	positive
AU63047154	BRUQQQPBMZOVGD	0	positive
AU63194043	XZZNDPSIHUTMOC	0	positive
AU63308524	QQQYTWIFVNKMRW	0	positive
AU63387908	JZQKKSLKJUAGIC	5	positive
AU63472471	INOGLHRUEYDAHX	0	positive
AU63511845	CTTHWASMBLQOFR	0	positive
AU63586494	HPNSFSBZBAHARI	3	positive
AU63661013	WMWTYOKRWGGJOA	0	positive
AU63682830	VSZGPKBBMSAYNT	0	positive
AU63890088	QFOHBWFCKVYLES	0	positive
AU63969175	YWFWDNVOPHGWMX	0	positive
AU64040352	MXWJVTOOROXGIU	6	positive
AU64257368	HXQHRUJXQJEGER	0	positive
AU64424185	UWPJYQYRSWYIGZ	0	positive
AU64475503	ODCWYMIRDDJXKW	7	positive
AU64552781	PMCBDBWCQQBSRJ	0	positive
AU64733134	KVWDHTXUZHCGIO	0	positive
AU64826625	MKXKFYHWDHIYRV	0	positive
AU65098790	PSGAAPLEWMOORI	0	positive
AU65188769	ACWBQPMHZXGDFX	3	positive
AU65195897	OTKTUNJJKYTOFF	0	positive
AU65274265	ILKJAFIWWBXGDU	6	positive
AU65307401	GECHUMIMRBOMGK	3	positive
AU65429350	JOOMJVFZQRQWKR	0	positive
AU65477564	HYAFETHFCAUJAY	2	positive
AU65530063	GXPIUNZCALHVBA	0	positive
AU65810074	HJOVHMDZYOCNQW	0	positive
AU65885773	MBUVEWMHONZEQD	3	positive
AU66139432	HTIQEAQVCYTUBX	9	positive
AU66169982	CIJTVUQEURKBDL	0	positive
AU66242273	MGLWZSOBALDPEK	0	positive
AU66292567	JXCGFZXSOMJFOA	0	positive
AU66327397	UGJMXCAKCUNAIE	4	positive
AU66433714	CYSGHNMQYZDMIA	0	positive
AU66544295	PZBQVZFITSVHAW	0	positive
AU66616209	MYWUZJCMWCOHBA	0	positive
AU66741967	CYSGHNMQYZDMIA	0	positive
AU66853351	AGOYDEPGAOXOCK	0	positive
AU66890747	PMRYVIKBURPHAH	5	positive
AU66972976	JBIMVDZLSHOPLA	0	positive
AU66998243	GVGLGOZIDCSQPN	0	positive
AU67056209	CGIGDMFJXJATDK	0	positive
AU67319299	DQMZLTXERSFNPB	7	positive
AU67516712	HZRSNVGNWUDEFX	0	positive
AU67542179	QRUDEWIWKLJBPS	0	positive
AU67558015	RAPZEAPATHNIPO	0	positive
AU67597955	RUOTUMSRCIMLJK	0	positive
AU67604468	HYYBABOKPJLUIN	0	positive
AU67635114	FEBLZLNTKCEFIT	0	positive
AU67894871	DQWPFSLDHJDLRL	4	positive
AU67959571	FSAVDKDHPDSCTO	0	positive
AU67970935	VAYOSLLFUXYJDT	0	positive
AU67994162	WBGKWQHBNHJJPZ	0	positive
AU68045825	NXFQWRWXEYTOTK	0	positive
AU68056359	CIGKZVUEZXGYSV	0	positive
AU68085129	DNTGGZPQPQTDQF	2	positive
AU68135852	UIKROCXWUNQSPJ	7	positive
AU68343048	OROGSEYTTFOCAN	6	positive
AU68455733	OPXLLQIJSORQAM	0	positive
AU68459318	DFJVUWAHTQPQCV	0	positive
AU68459834	FQPSGWSUVKBHSU	0	positive
AU68499388	SCEVFJUWLLRELN	0	positive
AU68551977	SCEVFJUWLLRELN	0	positive
AU68657307	AGOYDEPGAOXOCK	0	positive
AU68762676	BNCADMBVWNPPIZ	0	positive
AU68859315	JWHAUXFOSRPERK	0	positive
AU68877352	VMIYHDSEFNYJSL	0	positive
AU68918205	IKTHMQYJOWTSJO	0	positive
AU68932129	YRMLFORXOOIJDR	0	positive
AU69025634	UFNOUKDBUJZYDE	0	positive
AU69421066	ZCVAOQKBXKSDMS	0	positive
AU69605893	MLYYVTUWGNIJIB	0	positive
AU69644377	GOEMGAFJFRBGGG	6	positive
AU70119307	WXUZAHCNPWONDH	0	positive
AU70159101	JNMRHUJNCSQMMB	0	positive
AU70194114	CXOXHMZGEKVPMT	0	positive
AU70460721	GDCVFNAQLOMGMS	0	positive
AU70621769	QSLMDECMDJKHMQ	3	positive
AU70705778	VXTGHWHFYNYFFV	0	positive
AU70719447	XUKUURHRXDUEBC	0	positive
AU70906426	CMGDVUCDZOBDNL	0	positive
AU70928462	VCHHHSMPMLNVGS	0	positive
AU70986312	DKCPKDPYUFEZCP	0	positive
AU71276540	GKCBAIGFKIBETG	2	positive
AU71343364	PXXJHWLDUBFPOL	0	positive
AU71369517	ULGZDMOVFRHVEP	9	positive
AU71507108	LJKAKWDUZRJNPJ	0	positive
AU71658333	ZOTBXTZVPHCKPN	0	positive
AU71882825	FSVJFNAIGNNGKK	0	positive
AU72451573	MNIPYSSQXLZQLJ	0	positive
AU72481900	LINOMUASTDIRTM	0	positive
AU72545787	FJLGEFLZQAZZCD	0	positive
AU72658720	NHUHCSRWZMLRLA	0	positive
AU72690100	BFSZJLBDHMMCAH	0	positive
AU72766942	RXZBMPWDPOLZGW	7	positive
AU72844111	RJKFOVLPORLFTN	0	positive
AU72938421	HPHUVLMMVZITSG	0	positive
AU73033690	IVBOUFAWPCPFTQ	0	positive
AU73469682	ZMYFCFLJBGAQRS	0	positive
AU73569331	KNAHARQHSZJURB	0	positive
AU73764054	DFJUHFNLKWOTIZ	0	positive
AU73933364	PMZDQRJGMBOQBF	0	positive
AU74044042	SIGSPDASOTUPFS	0	positive
AU74083112	HRKAMJBPFPHCSD	0	positive
AU74146406	OMEMQVZNTDHENJ	0	positive
AU74208679	AFCGFAGUEYAMAO	0	positive
AU74450517	PQSUYGKTWSAVDQ	0	positive
AU74509021	AAOVKJBEBIDNHE	7	positive
AU74672775	SMWDFEZZVXVKRB	0	positive
AU74700709	NVKAWKQGWWIWPM	0	positive
AU74926327	ALZOLUNSQWINIR	0	positive
AU74944563	PRGQOPPDPVELEG	0	positive
AU75276744	DAWYIZBOUQIVNX	0	positive
AU75344216	DKMFBWQBDIGMHM	0	positive
AU75576038	SAADBVWGJQAEFS	0	positive
AU75624557	WYEMLYFITZORAB	0	positive
AU75826125	FSQKKOOTNAMONP	0	positive
AU75910235	HXHWSAZORRCQMX	6	positive
AU75928032	QIKYZXDTTPVVAC	0	positive
AU75944798	VHRSUDSXCMQTMA	0	positive
AU76218327	ASOKPJOREAFHNY	0	positive
AU76653869	GPTONYMQFTZPKC	4	positive
AU76798647	VOWAEIGWURALJQ	0	positive
AU76832537	SRPXSILJHWNFMK	0	positive
AU76936575	FNYLWPVRPXGIIP	9	positive
AU77017996	BQJCRHHNABKAKU	2	positive
AU77062163	VYVKHNNGDFVQGA	5	positive
AU77118458	ZPUCINDJVBIVPJ	0	positive
AU77280501	IVENSCMCQBJAKW	0	positive
AU77330774	ONCZDRURRATYFI	0	positive
AU77555021	VMXUWOKSQNHOCA	0	positive
AU77888974	KRMDCWKBEZIMAB	0	positive
AU77976092	FELGMEQIXOGIFQ	0	positive
AU78010642	CSQXUYGPAMNXJT	0	positive
AU78064446	FZXISNSWEXTPMF	0	positive
AU78301333	MMBILEWCGWTAOV	0	positive
AU78534350	VHRSUDSXCMQTMA	0	positive
AU78582807	VVBLNCFGVYUYGU	0	positive
AU78996608	DAAHPDZFLSFYPJ	0	positive
AU79012351	GLNDAGDHSLMOKX	0	positive
AU79066148	FSVJFNAIGNNGKK	0	positive
AU79084841	OROGSEYTTFOCAN	6	positive
AU79096998	JDNLPKCAXICMBW	0	positive
AU79117194	HEMJJKBWTPKOJG	0	positive
AU79232323	NNJVILVZKWQKPM	9	positive
AU79281004	HORIEOQXBKUKGQ	0	positive
AU79467968	KJONHKAYOJNZEC	0	positive
AU79699024	XWIYFDMXXLINPU	0	positive
AU79714222	BHHGXPLMPWCGHP	0	positive
AU80036805	FCSHDIVRCWTZOX	0	positive
AU80385386	ZTMKADLOSYKWCA	0	positive
AU80403370	WXURHACBFYSXBI	0	positive
AU80515642	NYRMIJKDBAQCHC	0	positive
AU80521776	RMEDXOLNCUSCGS	0	positive
AU80581812	NSPMIYGKQJPBQR	0	positive
AU80731809	ZBHXIWJRIFEVQY	0	positive
AU80785177	KRTSDMXIXPKRQR	0	positive
AU81108538	BLFLLBZGZJTVJG	0	positive
AU81150557	RXZBMPWDPOLZGW	7	positive
AU81253026	BGRJTUBHPOOWDU	0	positive
AU81299669	DSKJPMWIHSOYEA	0	positive
AU81350758	KWTSXDURSIMDCE	0	positive
AU81396903	PRGQOPPDPVELEG	0	positive
AU81455825	YFNKIDBQEZZDLK	0	positive
AU81505404	ASOKPJOREAFHNY	0	positive
AU81515208	VHYCDWMUTMEGQY	0	positive
AU81721809	SHXWCVYOXRDMCX	0	positive
AU81920111	IBSNKSODLGJUMQ	0	positive
AU81941303	JHAYEQICABJSTP	0	positive
AU81999472	VCHHHSMPMLNVGS	0	positive
AU82037206	VHCNQEUWZYOAEV	0	positive
AU82149371	DZGWFCGJZKJUFP	0	positive
AU82210902	LASJEFFANGIOGZ	0	positive
AU82307258	AFCGFAGUEYAMAO	0	positive
AU82329682	ZBILSSSEXRZGKS	0	positive
AU82358803	WUYWHIAAQYQKPP	0	positive
AU82500813	CMWTZPSULFXXJA	0	positive
AU82512865	PXXJHWLDUBFPOL	0	positive
AU82642998	UQVKZNNCIHJZLS	0	positive
AU82660424	RJKFOVLPORLFTN	0	positive
AU82768745	MBMQEIFVQACCCH	6	positive
AU82794207	TVLSRXXIMLFWEO	0	positive
AU83122955	MHKLKWCYGIBEQF	0	positive
AU83229910	DVCCCQNKIYNAKB	0	positive
AU83270298	UVCOILFBWYKHHB	4	positive
AU83428833	OEBRKCOSUFCWJD	0	positive
AU83430890	QSLMDECMDJKHMQ	3	positive
AU83591904	RMMXLENWKUUMAY	7	positive
AU83736099	ICUTUKXCWQYESQ	0	positive
AU83777735	MEZLKOACVSPNER	6	positive
AU83815083	IMFACGCPASFAPR	0	positive
AU83868434	SYWHXTATXSMDSB	0	positive
AU83905570	WKASGTGXOGALBG	0	positive
AU84016752	AKUJBENLRBOFTD	4	positive
AU84240319	IANUJLZYFUDJIH	0	positive
AU84346584	RBOXVHNMENFORY	0	positive
AU84769913	PXWLVJLKJGVOKE	0	positive
AU84776067	TWFZGCMQGLPBSX	0	positive
AU84852922	XMTQQYYKAHVGBJ	8	positive
AU84863553	UPWPIFMHSFSVLE	0	positive
AU85006412	KYDZEZNYRFJCSA	0	positive
AU85012035	VYMDGNCVAMGZFE	0	positive
AU85091093	WOFMFGQZHJDGCX	0	positive
AU85123795	SZCMHDLOUVZYST	0	positive
AU85162009	RMMXLENWKUUMAY	7	positive
AU85430786	AJPIUNPJBFBUKK	0	positive
AU85567099	IKCXDZCEWZARFL	0	positive
AU85591103	PUQIRTNPJRFRCZ	0	positive
AU85630604	CXVGEDCSTKKODG	0	positive
AU85742001	IAOZJIPTCAWIRG	0	positive
AU85988764	BQYJATMQXGBDHF	0	positive
AU86041593	LKJPYSCBVHEWIU	0	positive
AU86435840	UUFAJPMQSFXDFR	0	positive
AU86900918	IYIKLHRQXLHMJQ	0	positive
AU86936215	STJMRWALKKWQGH	0	positive
AU86960537	BYPFEZZEUUWMEJ	0	positive
AU86961529	HODZDDDNGRLGSI	0	positive
AU87132068	HAORKNGNJCEJBX	0	positive
AU87239480	SAADBVWGJQAEFS	0	positive
AU87262635	OBBDJQMNZLQVAZ	0	positive
AU87330784	UEQZFAGVRGWPDK	0	positive
AU87349113	LINOMUASTDIRTM	0	positive
AU87393713	WLTCCDHHWYAMCG	0	positive
AU87497361	BQJCRHHNABKAKU	2	positive
AU87661531	LCGTWRLJTMHIQZ	0	positive
AU87721567	HDDSHPAODJUKPD	9	positive
AU87824275	SPFYMRJSYKOXGV	0	positive
AU87918952	LRTFPLFDLJYEKT	0	positive
AU87927430	DPSPPJIUMHPXMA	0	positive
AU88113288	BXNJHAXVSOCGBA	0	positive
AU88201810	ZCXGMSGCBDSEOY	0	positive
AU88218607	ICSNLGPSRYBMBD	0	positive
AU88266513	UWJUQVWARXYRCG	0	positive
AU88270306	PUYXTUJWRLOUCW	0	positive
AU88279073	WWSYXEZEXMQWHT	0	positive
AU88324634	KTUFNOKKBVMGRW	0	positive
AU88371586	XCSGPAVHZFQHGE	2	positive
AU88550178	GCKMFJBGXUYNAG	0	positive
AU88592704	SYOKIDBDQMKNDQ	0	positive
AU88641429	GKTWGGQPFAXNFI	0	positive
AU88737273	QIQNNBXHAYSQRY	0	positive
AU88855285	JMTMSDXUXJISAY	0	positive
AU88873582	BAZVSMNPJJMILC	0	positive
AU88952874	NTYJJOPFIAHURM	7	positive
AU89054245	HFACYLZERDEVSX	0	positive
AU89313314	ZDPIZLCVJAAHHR	9	positive
AU89392360	VCHHHSMPMLNVGS	0	positive
AU89405259	VACCAVUAMIDAGB	0	positive
AU89465128	FOXFZRUHNHCZPX	0	positive
AU89580790	FSVJFNAIGNNGKK	0	positive
AU89581419	MEHHPFQKXOUFFV	0	positive
AU89596318	PUIYMUZLKQOUOZ	0	positive
AU89649268	SKHXRNHSZTXSLP	0	positive
AU89723908	RTCOGUMHFFWOJV	0	positive
AU89749495	FRQMUZJSZHZSGN	0	positive
AU89805083	MLYYVTUWGNIJIB	0	positive
AU89855312	NTJOBXMMWNYJFB	0	positive
AU89910343	WZJZMXBKUWKXTQ	0	positive
AU90041652	DLAPIMGBBDILHJ	0	positive
AU90105711	METQSPRSQINEEU	0	positive
AU90255299	AYXYPKUFHZROOJ	0	positive
AU90319855	DZBUGLKDJFMEHC	0	positive
AU90470225	SDYWXFYBZPNOFX	0	positive
AU90588397	WSEQXVZVJXJVFP	6	positive
AU90591511	PNVNVHUZROJLTJ	0	positive
AU90671172	ODQWQRRAPPTVAG	5	positive
AU90705417	AXKPFOAXAHJUAG	0	positive
AU90810055	FHIVAFMUCKRCQO	0	positive
AU90914703	NENPYTRHICXVCS	0	positive
AU91068472	OGJPXUAPXNRGGI	0	positive
AU91119863	IVFPCTFUZXEDKP	0	positive
AU91292391	WFDXOXNFNRHQEC	0	positive
AU91378375	ZZUFCTLCJUWOSV	0	positive
AU91699291	HTQMVQVXFRQIKW	0	positive
AU91890612	WIQRCHMSJFFONW	0	positive
AU92165843	DUOHVNSMLSPTMI	0	positive
AU92317883	PMRYVIKBURPHAH	5	positive
AU92398397	XBHBWNFJWIASRO	3	positive
AU92400314	FIPWRIJSWJWJAI	0	positive
AU92428129	UHGULLIUJBCTEF	0	positive
AU92590218	MLBHFBKZUPLWBD	0	positive
AU92598711	PZXOQEXFMJCDPG	0	positive
AU92817305	DQWIIKBKAIPUPY	0	positive
AU92844241	ZZVUWRFHKOJYTH	2	positive
AU92869340	CVXBEEMKQHEXEN	0	positive
AU93207985	MMOXZBCLCQITDF	9	positive
AU93289095	KLSJWNVTNUYHDU	0	positive
AU93707282	XZWYZXLIPXDOLR	6	positive
AU93898635	XQVWYOYUZDUNRW	0	positive
AU93972455	WOXWIWNBIJDJHI	0	positive
AU93992274	BIDNLKIUORFRQP	0	positive
AU94022670	ADWTYURAFSWNSU	0	positive
AU94372542	YJQZYXCXBBCEAQ	0	positive
AU94459926	QRUDEWIWKLJBPS	0	positive
AU94493042	RWQKHEORZBHNRI	0	positive
AU94627001	YQIXRXMOJFQVBV	0	positive
AU94640711	ASMQGLCHMVWBQR	0	positive
AU94683531	UHSKFQJFRQCDBE	4	positive
AU94692521	JDSHMPZPIAZGSV	0	positive
AU94781108	LMYRWZFENFIFIT	0	positive
AU95137267	ZBILSSSEXRZGKS	0	positive
AU95158462	JRBJSXQPQWSCCF	0	positive
AU95578561	WLFDQEVORAMCIM	0	positive
AU95593352	CJBJHOAVZSMMDJ	0	positive
